id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_komplek_perumahan,luas_lahan,satuan,tahun
1,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,ANDIR SWADAYA,8100,METER PERSEGI,2023
2,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,BURUNG TUNGKU,2359,METER PERSEGI,2023
3,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,CEMPAKA HIJAU,12632,METER PERSEGI,2023
4,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,KERTA LAKSANA,16821,METER PERSEGI,2023
5,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,KOMPLEK CENDRAWASIH,49409,METER PERSEGI,2023
6,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,KOMPLEK DADALI,114826,METER PERSEGI,2023
7,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,KOMPLEK ELANG,57579,METER PERSEGI,2023
8,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,KOMPLEK GARUDA,21251,METER PERSEGI,2023
9,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,KOMPLEK PJKA,21564,METER PERSEGI,2023
10,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,KOMPLEK SAPTAMARGA,26540,METER PERSEGI,2023
11,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,MALTRA RESIDEN,11642,METER PERSEGI,2023
12,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,MY HOME GUNUNG BATU,4806,METER PERSEGI,2023
13,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,RAJAWALI SAKTI I,28398,METER PERSEGI,2023
14,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,RAJAWALI SAKTI PERMAI,8669,METER PERSEGI,2023
15,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,SUDIRMAN SUITES APARTMENT (APARTEMEN),0,METER PERSEGI,2023
16,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,SUDIRMAN TOWN HOUSE,16555,METER PERSEGI,2023
17,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,TAMAN PESONA MEDITERAN,19132,METER PERSEGI,2023
18,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,ANTAPANI CITY,23118,METER PERSEGI,2023
19,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,ANTAPANI CITY RESIDENCE,31799,METER PERSEGI,2023
20,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,ANTAPANI REGENCY,27110,METER PERSEGI,2023
21,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,ANTAPANI RESIDENCE,5477,METER PERSEGI,2023
22,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,ANTAPANI TOWNHOUSE,18492,METER PERSEGI,2023
23,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,APARTEMEN MENARA ANTAPANI (APARTEMEN),0,METER PERSEGI,2023
24,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,BUMI MAS KENCANA,19338,METER PERSEGI,2023
25,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,BUNI SARI ASRI,4155,METER PERSEGI,2023
26,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,CASA DE ESTA,4670,METER PERSEGI,2023
27,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,CLUSTER ANTAPANI MAKMUR,2759,METER PERSEGI,2023
28,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,DE LAVENDER,15719,METER PERSEGI,2023
29,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,FLORENCE RESIDENCE,8387,METER PERSEGI,2023
30,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,GRAND ANTAPANI TOWN HOUSE,14757,METER PERSEGI,2023
31,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,GRIYA BUMI ANTAPANI,1430000,METER PERSEGI,2023
32,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,KOMPLEK BELLEZA,11932,METER PERSEGI,2023
33,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,KOMPLEK BOUGENVILLE,71365,METER PERSEGI,2023
34,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,KOMPLEK HARMONI,8682,METER PERSEGI,2023
35,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,KOMPLEK KALIJATI,0,METER PERSEGI,2023
36,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,KOMPLEK TANJUNGSARI,5532,METER PERSEGI,2023
37,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,MITRA DAGO PARAHYANGAN,80270,METER PERSEGI,2023
38,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,MITRA RESIDENCE ANTAPANI,9720,METER PERSEGI,2023
39,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,MUTIARA ANTAPANI,13505,METER PERSEGI,2023
40,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,PARADISE REGENCY,7313,METER PERSEGI,2023
41,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,PARAKAN MAS,19459,METER PERSEGI,2023
42,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,PELANGI ANTAPANI,32814,METER PERSEGI,2023
43,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,PRATISTA ANTAPANI,192141,METER PERSEGI,2023
44,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,PRATISTA II,38688,METER PERSEGI,2023
45,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,PURI DAGO ASRI,7722,METER PERSEGI,2023
46,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,PURI DAGO MAS,86196,METER PERSEGI,2023
47,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,PURI PERMATA,15537,METER PERSEGI,2023
48,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,SETRA DAGO,36005,METER PERSEGI,2023
49,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,SETRA MAKMUR,3404,METER PERSEGI,2023
50,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,SINDANG SARI ASRI,10042,METER PERSEGI,2023
51,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,SINDANG SARI ASRI II,7591,METER PERSEGI,2023
52,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,SWEET ANTAPANI RESIDENCE,22995,METER PERSEGI,2023
53,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,TANJUNG SARI ASRI RESIDENCE,77867,METER PERSEGI,2023
54,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,THE MANSION,20225,METER PERSEGI,2023
55,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,ALFA GARDEN,1398,METER PERSEGI,2023
56,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,ANTA BARU II,54090,METER PERSEGI,2023
57,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,APARTEMEN PANORAMIC (APARTEMEN),0,METER PERSEGI,2023
58,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,CISARANTEN LNDAH,14639,METER PERSEGI,2023
59,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,CLUSTER CISARANTEN,0,METER PERSEGI,2023
60,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,CLUSTER KINARASTI,0,METER PERSEGI,2023
61,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,CLUSTER PAWENANG,5302,METER PERSEGI,2023
62,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,D' CASA GRANDE,10172,METER PERSEGI,2023
63,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,DE LA ROSE,9657,METER PERSEGI,2023
64,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,EDELWEISS TOWNHOUSE,0,METER PERSEGI,2023
65,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,EVERGREEN TOWNHOUSE,9319,METER PERSEGI,2023
66,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,GANDASARI RESIDENCE,2022,METER PERSEGI,2023
67,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,GRAND PINUS REGENCY,303214,METER PERSEGI,2023
68,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,GREEN CARAKA,29563,METER PERSEGI,2023
69,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,GREEN CISARANTEN,0,METER PERSEGI,2023
70,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,GRIYA ASRI,14311,METER PERSEGI,2023
71,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,GRIYA CARAKA,88885,METER PERSEGI,2023
72,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,INDAH MULIA,1569,METER PERSEGI,2023
73,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,KAMAYANGAN RESIDENCE,42432,METER PERSEGI,2023
74,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,KAWALI ESTATE,10000,METER PERSEGI,2023
75,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,KOMPLEK AMARILIS,1806,METER PERSEGI,2023
76,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,KOMPLEK CISARANTEN,0,METER PERSEGI,2023
77,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,KOMPLEK GURUMINDA,55753,METER PERSEGI,2023
78,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,KOMPLEK NIRWANA,13167,METER PERSEGI,2023
79,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,KOMPLEK PRANAYA,12207,METER PERSEGI,2023
80,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,MEDINA ANTAPANI MAKMUR,4717,METER PERSEGI,2023
81,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,MITRA MANUNGGAL,4778,METER PERSEGI,2023
82,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,MY HOME ARCAMANIK,13599,METER PERSEGI,2023
83,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PANORAMA ALAM PARAHYANGAN,24602,METER PERSEGI,2023
84,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PARAKAN ASRI,8222,METER PERSEGI,2023
85,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PARAKAN AYU,24766,METER PERSEGI,2023
86,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PERMATA ARCAMANIK,38954,METER PERSEGI,2023
87,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PERMATA LNDAH ARCAMANIK,8300,METER PERSEGI,2023
88,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PERMATA MULYA RESIDENCE,3083,METER PERSEGI,2023
89,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PESONA ARCAMANIK PERMAI,32324,METER PERSEGI,2023
90,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PESONA CISARANTEN INDAH,23652,METER PERSEGI,2023
91,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PURI AYU PRATAMA,21874,METER PERSEGI,2023
92,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PURI CISARANTEN,0,METER PERSEGI,2023
93,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PURI DAGO,0,METER PERSEGI,2023
94,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PUTERACO GADING REGENCY,129102,METER PERSEGI,2023
95,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,SARIMAS REGENCY,69230,METER PERSEGI,2023
96,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TAMAN GOLF ARCAMANIK ENDAH,635517,METER PERSEGI,2023
97,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,JATI PERMAI,38708,METER PERSEGI,2023
98,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,KARASAK BARU,17250,METER PERSEGI,2023
99,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,KOMPLEK MUARA,141626,METER PERSEGI,2023
100,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,"KURDI TIMUR, BARAT & SELATAN",132739,METER PERSEGI,2023
101,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,CIBOLERANG INDAH,146828,METER PERSEGI,2023
102,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,DIAN PERMAI,100573,METER PERSEGI,2023
103,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,HOLIS REGENCY,43481,METER PERSEGI,2023
104,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,KOMPLEK PASADENA,207419,METER PERSEGI,2023
105,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,KOPO ELOK,65098,METER PERSEGI,2023
106,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,KOPO MAS,176384,METER PERSEGI,2023
107,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,KOPO SARI,26775,METER PERSEGI,2023
108,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,PASADENA TOWNHOUSE,3458,METER PERSEGI,2023
109,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,PRATISTA TAMAN SAKURA,24527,METER PERSEGI,2023
110,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,SITU INDAH,6334,METER PERSEGI,2023
111,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,SUMBER SARI INDAH,252576,METER PERSEGI,2023
112,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,TAMAN HIJAU,9838,METER PERSEGI,2023
113,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,TAMAN KOPO MELATI,30759,METER PERSEGI,2023
114,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,TAMAN SAKURA LNDAH,177937,METER PERSEGI,2023
115,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,TERRACE GARDEN,3092,METER PERSEGI,2023
116,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,AMAYA RESIDENCE,18267,METER PERSEGI,2023
117,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,BATUNUNGGAL LNDAH,1041640,METER PERSEGI,2023
118,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,BUAH BATU PRECIOUS (APARTMENT),0,METER PERSEGI,2023
119,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,BUAH BATU REGENCY,149993,METER PERSEGI,2023
120,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,BUANA SARI,83205,METER PERSEGI,2023
121,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,BUNGA RESIDENCE,3493,METER PERSEGI,2023
122,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,JAKA PURWA,118702,METER PERSEGI,2023
123,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,KOMPLEK BARDAN,85281,METER PERSEGI,2023
124,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,NEWTON APARTEMENT RESIDENCE (APARTEMEN),0,METER PERSEGI,2023
125,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,NUANSA LNDAH,7553,METER PERSEGI,2023
126,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,SAPTA TARUNA PU,271742,METER PERSEGI,2023
127,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,SUTERA GRAHA,16540,METER PERSEGI,2023
128,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,TOPINDO BUAH BATU RESIDENCE,17508,METER PERSEGI,2023
129,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,BUMI ASRI GEMPOL SARI,178446,METER PERSEGI,2023
130,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,BUMI ASRI REGENCY,9733,METER PERSEGI,2023
